Pathway	0010_07-09-16	0354_01-10-17	0677_08-19-17	0904_07-10-17	0963_05-23-17	1203_01-23-17	1320_03-23-16	1593_09-12-17	1709_09-19-17	1894_04-24-18	1985_06-07-16	2045_08-21-17	2409_08-02-16	2651_11-22-16	3227_08-15-17	3315_06-07-16	3321_03-08-16	3329_11-01-16	3369_08-07-18	3545_12-13-16	3660_09-20-16	3836_02-27-17	3898_12-27-16	3899_06-13-18	3921_07-18-17	3955_08-25-17	4018_01-05-16	4100_01-03-17	4374_02-28-17	4471_01-03-17	4489_11-17-15	4546_04-26-16	4582_05-23-17	4657_08-23-16	4759_08-16-16	4913_03-07-17	4954_11-23-16	5160_07-19-16	5287_10-19-16	5338_08-04-17	5432_01-27-16	5600_07-10-17	5702_04-26-16	5890_09-27-16	5913_01-24-17	5975_07-18-17	6037_07-10-18	6070_08-30-17	6100_12-27-16	6673_12-07-16	6753_10-30-18	6995_03-15-16	7005_02-14-18	7551_11-02-16	7660_05-01-18	7768_08-15-17	7786_11-08-16	7953_05-15-18	8012_12-09-15	8118_02-09-16	8120_05-22-18	8158_04-12-16	8186_11-22-16	8344_05-02-17	8507_05-03-16	8633_04-19-16	9059_02-02-16	9120_02-09-16	9176_03-29-16	9190_03-14-18	9371_10-16-18	9591_03-14-17
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0	172.325	74.5462	0	0	0	41.6183	32.914	0	0	40.5771	36.2757	0	1.54793	6.41428	0	60.0003	0	20.1978	0	0	0	27.3698	1.43657	17.2003	14.1927	0	0	0	0	10.9259	148.562	30.7725	0	8.68955	157.767	162.519	0	0	175.878	49.7521	0	92.5941	13.1527	41.7669	83.5026	0	46.0975	0	81.269	15.8145	242.53	25.0588	61.8455	536.352	51.3164	0	269.313	0	0	2.43025	34.1874	26.4887	0	72.4918	12.0826	0	23.2459	0	80.2713	0	125.903
PWY-6596: adenosine nucleotides degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.53
PWY-6598: sciadonate biosynthesis	234.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.5842	0	0	0	0	0	0	61.0392	0	0	9.76999	109.089	0	0	0	14.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32383
PWY-6606: guanosine nucleotides degradation II	0	167.606	179.124	0	0	0	152.65	50.0373	0	0	47.709	72.5505	0	62.0692	78.5907	4.41489	51.5007	0	35.3019	0	0	21.5887	22.4512	3.39711	20.3053	16.1451	20.0204	50.2867	127.723	0	147.657	140.917	41.2931	0	7.41066	214.499	181.26	158.605	0	184.373	41.3909	29.9812	116.06	12.8467	45.4412	115.171	0	43.8984	0	100.92	12.7514	219.93	51.7933	70.7654	506.36	54.3823	0	742.103	0	0	2.89704	33.3718	185.392	48.1238	81.6038	93.6133	188.015	68.9429	0	86.9079	0	143.583
PWY-6608: guanosine nucleotides degradation III	0	198.833	243.724	0	0	133.374	215.216	115.356	116.413	0	411.905	122.179	0	92.8758	151.714	7.6703	53.0164	0	78.9821	0	0	145.055	22.7587	7.74398	212.774	51.3809	30.7151	124.225	242.132	0	308.726	166.965	117.636	0	7.9151	418.752	463.309	388.472	0	264.291	42.2203	59.6409	185.717	16.1772	81.6619	167.124	0	51.9377	0	167.143	12.7793	240.967	212.463	259.835	551.597	79.1101	0	742.103	0	517.878	72.6264	42.4673	257.822	77.1156	234.942	153.058	403.297	272.766	0	131.364	55.3829	233.499
PWY-6609: adenine and adenosine salvage III	0	525.979	831.129	798.481	0	242.893	567.141	542.876	447.165	0	614.23	465.607	0	476.433	550.633	507.116	321.335	696.224	388.554	548.192	605.907	477.744	543.476	413.484	499.855	468.474	501.806	480.036	394.807	751.324	316.649	883.833	522.6	152.457	689.327	374.615	569.617	356.086	408.433	955.877	537.453	457.641	772.932	217.583	429.735	572.474	409.544	291.163	510.232	652.63	571.877	790.455	324.802	489.231	1101.42	295.461	0	273.859	565.238	497.285	543.145	1080.97	442.793	408.43	665.826	592.992	532.074	565.549	0	597.235	481.65	679.933
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	0	9.92598	0	0	0	18.6329	0	0	0	0	0	0	20.59	9.25921	0	70.8528	0	0	0	0	2.5238	0	0	0	0	0	17.677	42.7759	0	46.6678	185.808	0	0	0	184.849	0	45.3987	0	0	25.243	0	44.9837	0	7.51372	55.3666	0	0	0	3.71442	0	77.5535	14.7199	0	0	0	0	0	0	0	0	411.977	30.2441	0	0	0	62.6557	0	0	0	0	112.747
PWY-6630: superpathway of L-tyrosine biosynthesis	0	0	0	0	0	0	20.5312	0	0	0	0	0	0	19.3796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7786	0	0	0	0	0	0	0	0	64.5043	0	0	0	10.7663	0	0	72.0559	0	0	0	0	0	0	82.5564	0	0	0	0	0	0	0	0	0	0	32.926	0	0	0	70.5929	0	0	0	0	45.9245
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	0	0	0	54.7977	14.5977	0	0	0	0	0	0	29.7747	2.39925	0	0	0	0	0	0	0	0	0	0	0	0	22.2289	57.1589	0	0	0	0	0	0	181.427	0	84.529	0	0	0	0	0	0	16.0741	1.65369	0	0	0	0	0	0	28.7263	0	0	0	0	0	0	0	0	0	49.4273	0	0	0	63.7653	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)	0	277.746	441.685	1126.41	328.297	411.128	422.143	504.285	562.91	0	507.542	432.314	0	467.397	499.49	764.63	295.959	719.605	399.556	498.578	405.646	559.321	202.1	504.013	484.346	627.033	561.383	430.132	351.135	492.243	316.751	225.389	597.304	187.704	772.272	392.384	460.258	404.356	417.378	659.927	203.11	503.693	424.767	111.613	448.296	358.185	470.748	99.161	504.446	503.195	498.695	272.536	348.396	412.472	608.677	535.194	0	791.827	447.333	586.829	577.483	311.155	398.021	439.171	299.664	465.617	344.984	433.433	0	513.979	498.023	380.494
PWY-6703: preQ0 biosynthesis	0	96.4964	117.14	764.156	497.07	219.208	334.881	473.355	443.209	0	4.8268	354.907	0	384.547	347.95	553.698	150.699	622.534	298.125	490.126	438.468	460.405	111.586	365.072	367.279	468.826	529.702	370.436	331.421	0	268.123	183.114	484.815	239.166	724.244	231.288	124.599	343.183	378.223	553.945	124.994	437.348	85.0586	22.4309	310.866	100.24	545.018	106.748	540.33	352.279	401.14	109.874	241.43	320.234	126.426	369.426	0	899.548	0	507.84	626.129	155.566	311.906	372.803	79.3784	404.985	174.798	289.934	0	393.012	398.434	279.795
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	4.08919	0	0	0	0	0	0	5.85092	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23556	12.7084	0	8.67534	0	0	0	0	25.341	0	34.2465	0	0	17.4864	3.00606	1.48926	0	26.9876	8.59842	0	0	0	0	0	0	5.02441	0	0	0	0	0	0	0	0	0	14.197	0	0	0	34.519	0	0	0	0	7.0516
PWY-6731: starch degradation III	0	0	0	0	0	0	24.7199	0	0	0	0	7.32728	0	41.7089	10.0643	0	0	0	101.564	0	0	0	42.2878	0	0	70.4494	34.2025	49.4296	66.2243	0	75.8302	0	0	0	0	178.521	0	125.69	0	2.37138	28.9144	149.78	13.9922	0	89.4328	5.45039	11.5955	3.6845	0	0	0	0	116.192	83.3114	0	34.5703	0	0	0	0	0	20.8036	111.437	0	0	0	68.2138	45.451	0	4.81647	0	0
PWY-6737: starch degradation V	0	0	586.661	0	346.544	91.58	516.107	529.228	187.177	0	0	402.306	0	557.621	482.759	29.9378	68.115	0	257.796	526.605	370.803	357.756	340.218	202.226	272.489	409.859	167.541	398.93	442.734	0	290.494	350.56	280.74	0	554.815	395.327	64.1815	377.306	528.294	1106.99	233.184	378.007	610.286	118.715	336.649	345.734	11.8272	180.778	0	597.293	191.355	390.143	340.193	359.06	12.1771	212.385	0	5.14475	0	33.8261	168.454	635.748	459.852	193.011	425.78	379.949	587.183	497.432	0	611.773	237.913	400.068
PWY-6748: nitrate reduction VII (denitrification)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.22695	0	0	0	0	4.67279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6749: CMP-legionaminate biosynthesis I	0	0	3.19753	0	0	0	0	0	0	0	0	2.20245	0	58.124	3.50578	0	0	0	0	0	0	33.3359	0	0	0	0	8.60277	1.45413	40.3638	0	40.3172	175.338	4.03325	0	0	1.02924	0	0	0	0	1.12342	5.17726	8.00175	0	1.62053	27.3899	8.94794	4.17015	0	0	0	0	3.16113	0	0	0	0	0	0	0	0	0	0	45.2435	0	0	0	0	0	33.9891	38.3208	2.22199
PWY-6785: hydrogen production VIII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88216	0	0	1.08078	0	20.4117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3544	0	0	5.38821	0	0	0	7.81096	0	0	0	0.37151	0	0	2.73824	0	0	0	0	0	0	62.5582	0	0	0	0	0	0	0	0	0	2.49884
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	0	0	0	0	0	0	0	0	0	0	31.8139	0	0	0	0	0	0	0	0	0	0	0	15.5449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	0	0	0	0	0	82.9009	21.1318	0	2.78754	0	0	0	0	45.876	4.59816	0	0	0	0	0	0	2.04732	5.58786	0	0	0	0	59.1055	105.289	0	121.982	87.0695	0	0	0	244.41	0	153.924	0	0	29.9133	9.9824	17.6352	9.5747	48.218	72.1004	0	3.58772	0	0	0	1.46339	76.8447	0	2.99449	0	0	0	0	0	0	0	102.896	0	0	0	90.94	0	0	0	0	3.47901
PWY-6823: molybdopterin biosynthesis	0	0	0	0	0	0	8.08866	0	0	0	0	0	0	15.3044	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0168	36.5694	0	38.5563	0	0	0	0	0	0	33.4969	0	0	3.37151	0	4.27627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3117	0	0	0	25.846	0	0	0	0	0
PWY-6829: tRNA methylation (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42227
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57425
PWY-6842: glutathione-mediated detoxification II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52908	0	0	0	0	0	0	0	0	0	0	47.7871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6749
PWY-6859: all-trans-farnesol biosynthesis	0	172.928	1.99705	0	0	103.253	6.63642	55.7174	122.518	0	400.988	96.1494	0	88.966	55.4693	50.8958	57.4929	0	0	4.76492	0	130.124	66.0956	62.5031	38.94	5.89387	188.188	61.0615	18.91	0	77.498	2.75988	76.4544	0	102.109	162.2	375.082	91.8132	0	0	145.161	76.97	14.7544	56.0425	130.257	55.3652	4.33047	40.8781	0	29.6382	29.184	109.304	60.1996	135.237	541.059	2.70321	0	187.129	0	6.29003	127.709	76.4498	13.5257	0	13.0821	99.5165	0.974149	0	0	71.9913	72.3063	169.788
PWY-6863: pyruvate fermentation to hexanol (engineered)	0	0	61.8722	0	0	0	10.2616	0	0	0	0	3.5861	0	11.6493	15.1849	0	0	0	0	0	0	0	0	0	0	0	0	6.75851	7.27386	0	1.82291	0	0	0	0	0	0	0	0	0	0	2.02722	0	0	7.70041	9.25439	0	0	0	0	0	0	9.60052	3.87799	0	0	0	0	0	0	0	0	18.0848	0	0	0	30.2142	0	0	0	0	0
PWY-6876: isopropanol biosynthesis (engineered)	0	0	98.833	0	0	0	4.37741	30.7693	0	0	0	9.57085	0	4.6041	6.38349	0	0	0	0	0	0	0	0	0	0	9.05338	0	0	0	0	2.47313	128.043	0	0	0	0	0	0	0	26.8586	0	11.2281	0	0	26.3235	81.9268	0	0	0	68.9439	0	0	0	0	0	0	0	0	0	0	0	0	25.2808	0	0	0	21.4762	5.52963	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	0	0	124.944	0	0	0	41.3208	13.7843	0	0	0	0	0	48.1508	23.8897	0	0	0	0	0	0	0	7.82521	0	0	0	0	52.4698	103.568	0	127.251	230.614	0	0	0	246.46	0	280.861	0	0	17.9185	39.7451	28.8733	0	40.2829	107.376	0	0	0	0	0	0	73.2734	0	0	0	0	0	0	0	0	17.3183	127.66	0	0	0	215.893	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II	0	234.812	200.787	147.712	0	88.234	184.331	241.673	245.561	0	405.055	269.217	0	182.754	214.782	77.0296	67.2843	26.693	263.728	0	17.6523	311.087	114.216	186.291	234.152	241.41	279.414	188.684	228.258	0	232.7	332.902	261.781	0	249.538	305.876	375.276	235.95	0	280.6	138.016	279.931	108.626	11.7911	294.612	228.469	73.5653	67.7251	9.59531	221.738	89.1641	205.236	217.667	271.213	789.89	314.16	0	508.497	0	544.346	190.884	264.307	294.575	143.341	64.5433	320.61	235.022	281.542	0	299.321	213.758	167.398
PWY-6901: superpathway of glucose and xylose degradation	0	189.361	78.712	0	0	104.647	133.338	0	0	0	20.2545	178.612	0	211.616	39.717	49.1291	0	0	182.924	23.3506	0	101.024	169.731	14.9835	162.065	0	207.186	169.857	205.386	0	222.624	58.7513	134.44	0	132.841	373.618	0	184.729	0	39.9066	164.765	138.248	169.925	24.5618	250.602	163.237	0	43.8398	19.3667	10.6919	119.478	264.545	205.957	283.366	11.9368	11.65	0	107.513	0	41.4701	56.3522	70.935	241.903	0	0	244.373	264.807	6.06774	0	136.953	17.6968	125.619
PWY-6906: chitin derivatives degradation	0	0	0	0	0	0	4.95578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	0	267.503	253.417	78.0213	0	105.405	59.7258	0	0	0	971.307	16.9537	0	97.7761	20.7059	2.40548	243.441	902.525	4.7708	3.7333	83.0043	2.6344	369.539	12.4427	135.637	1.44488	88.0395	161.196	202.014	0	292.177	229.345	14.1821	304.943	69.9878	451.509	870.855	350.08	0	6.70401	436.848	58.2816	350.981	142.207	61.6907	336.161	27.4456	206.224	7.10048	9.12935	469.089	478.143	138.782	207.211	687.566	0	0	919.308	39.9471	22.7539	15.9759	674.562	190.819	83.6208	124.593	5.51142	291.593	40.2357	0	0	53.6687	588.478
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	3.9002	0	4.91814	0	0	0	0	0	0	0	14.2402	0	56.6293	0	33.2642	0	0	29.6904	0	1.03092	0	14.6143	0	0	0	0	0	0	0	0	9.72125	0	0	0	0	0	0	0	0	0	0	4.36391	79.1325	0	0	0	0	0	11.292	0	0	0	275.463	0	0	0	0	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0	0	19.3972	0	0	0	99.4946	0	0	0	0	0	0	85.2521	33.0955	0	0	0	0	0	0	8.65807	0	0	0	0	0	109.326	131.296	0	180.532	0	19.2387	0	0	335.993	66.3653	163.617	0	0	58.3832	22.0405	25.5278	0	76.9849	15.2069	6.68333	24.3607	0	0	0	111.331	134.541	0	0	0	0	0	0	0	0	0	131.969	0	0	0	62.9423	0	0	0	0	67.178
PWY-6981: chitin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7776
PWY-7003: glycerol degradation to butanol	0	0	16.922	0	0	0	17.3534	0	0	0	0	5.49678	0	15.4182	0	0	0	0	0	0	0	0	35.2153	6.11366	0	0	0	0	0	0	5.76663	46.5556	19.1246	0	0	139.03	0	17.7092	0	0	46.062	24.9886	0	0	52.5933	120.188	0	0	0	7.11608	0	52.9785	7.86111	38.728	0	8.12077	0	0	0	0	0	35.3446	0	0	0	9.66942	17.3616	4.75016	0	0	0	0
"PWY-7013: (S)-propane-1,2-diol degradation"	0	0	164.292	0	0	171.399	13.1028	39.8218	0	0	0	18.1267	0	40.8819	78.93	4.0197	0	0	0	0	90.3242	0	23.4987	7.26655	55.8396	18.6939	7.23796	5.61756	0	0	140.755	328.313	12.7846	0	0	790.485	0	20.7548	0	50.8261	12.8522	27.3803	23.2382	5.64553	180.199	290.618	0	0	0	142.371	0	0	165.104	34.4462	0	93.359	0	0	0	0	0	9.51205	34.3002	13.6576	0	8.64271	31.0232	131.292	0	24.963	0	3.01962
PWY-7031: protein N-glycosylation (bacterial)	0	0	0	0	0	0	0	0	0	0	0	1.23307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.4671	0	0	0	0	0	0	0	0	0	0	0	0	0	47.4737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04888
PWY-7036: very long chain fatty acid biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8828
"PWY-7039: phosphatidate metabolism, as a signaling molecule"	0	0	0	0	0	0	2.02887	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4823	0	0	0	0	0	0	9.33642	0	0	0	0	0	0	0	0	24.5092	0	0	0	0	0	1.30432	58.8587	0	0	17.8095	68.4629	0	0	0	23.2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7388
PWY-7053: docosahexaenoate biosynthesis I (lower eukaryotes)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21153
PWY-7094: fatty acid salvage	0	0	0	0	0	0	1.56404	0	0	0	0	0	0	9.74715	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0653	50.6132	0	65.3144	0	0	0	0	0	0	43.7704	0	0	0	3.93685	15.4276	0	40.3579	3.20343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.9056	0	0	0	8.30863	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	205.931	320.466	762.324	912.373	499.913	330.701	506.411	562.93	445.233	0	26.1662	587.84	0	574.261	584.874	612.19	336.188	707.025	635.396	617.944	389.116	595.682	456.788	393.212	555.016	606.101	613.175	480.706	478.069	0	521.931	616.798	614.43	413.849	686.514	723.479	218.98	680.192	423.996	841.049	380.316	551.973	814.06	185.566	665.621	772.943	500.49	283.272	513.851	691.653	617.11	481.17	478.64	560.46	215.634	726.661	0	950.789	64.3066	654.645	522.727	883.544	641.776	498.579	625.228	609.248	588.82	654.425	0	636.595	449.55	445.769
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"	0	0	3.55352	0	0	0	17.4914	0	0	0	0	10.2619	0	43.6445	14.4228	0	51.8935	0	0	0	0	0	0	37.9056	0	0	0	46.5478	86.5018	0	83.6887	14.9036	0	0	0	216.435	0	82.1429	0	0	75.6508	7.97974	18.9721	0	78.2874	26.6874	0	0	0	4.71759	0	68.5815	43.8735	62.031	0	0	0	0	0	0	0	9.78174	83.3119	0	0	0	96.2701	0	0	0	0	74.4433
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	0	0	0	0	0	106.102	64.3238	0	0	0	0	20.8576	0	89.0618	14.5806	0	0	0	5.55218	0	51.2322	0	123.6	0	3.65399	0	38.917	71.5709	136.046	0	160.799	90.2077	3.59513	0	0	489.852	0	261.508	0	0	187.299	9.37024	35.0909	93.4824	77.3059	58.2833	0	68.202	0	0	11.9451	63.3822	122.029	76.1261	4.32827	4.70528	0	0	0	0	0	120.461	139.469	6.14751	0	0	193.899	0	0	0	3.23198	197.717
PWY-7118: chitin deacetylation	236.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.1352	42.079	0	0	0	1.9915	0	0	33.8129	1.20984	0	4.94026	19.0884	0	0	0	55.082	17.0272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7279
PWY-7156: superpathway of ergosterol biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4137
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0	0	9.74187	0	0	0	55.8614	30.5551	5.16829	0	787.635	0	0	49.6359	8.06176	0	338.663	23.4076	0	0	45.6655	0	50.9898	101.288	0	0	10.1223	72.1865	98.0183	0	103.64	0	0	0	0	316.147	721.152	100.032	0	0	202.64	23.3189	19.7831	138.467	79.2551	62.3354	19.164	271.799	0	9.83619	498.076	344.627	81.8081	63.3538	0	0	0	0	0	81.2717	199.313	27.1455	93.1802	0	0	48.5833	93.5057	0	0	16.9755	36.6371	360.238
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	0	0	7.47052	0	0	0	0	0	0	15.6367	0	0	0	0	0	0	9.65117	0	0	0	0	0	0	12.5091	22.1212	0	24.3677	0	0	0	0	166.453	0	54.8497	0	5.54592	0	0	17.261	0	49.9768	9.60405	0	0	0	0	0	0	26.8484	0	0	0	0	0	0	0	0	0	23.5555	0	0	0	0	0	0	0	0	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6952	0	0	0	31.9587	0	0	0	0	0	0	0	0	0	6.86866	0	0	0	8.46293	0	0	0	0	0	0	0	0	0	0	96.0726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.1216
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0	268.983	12.5044	0	0	0	75.0689	27.3303	2.44598	0	664.4	76.4494	0	72.5705	148.289	0	322.939	708.093	189.881	0	38.9432	109.586	182.057	63.1871	191.365	122.067	41.0201	96.5805	74.3423	580.905	92.0908	325.783	106.162	219.64	106.383	313.444	574.329	112.207	0	9.89377	323.431	167.256	75.4773	139.725	189.43	174.366	10.2689	263.511	0	64.6699	585.65	293.868	116.2	115.956	791.886	241.514	0	745.005	320.101	39.7377	156.808	461.11	94.2022	22.9217	0	25.9634	64.0362	157.89	0	9.35483	18.6709	326.23
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0	0	20.9149	0	0	0	104.414	39.3567	4.02882	0	768.637	96.2929	0	26.1777	121.155	0	319.957	18.292	107.319	0	25.2745	67.0522	254.258	81.9736	58.4047	15.4227	49.7252	17.2914	54.9476	0	51.0019	88.1087	65.0136	0	0	96.3315	695.877	63.8411	0	16.4435	321.502	92.3468	85.69	159.011	103.547	198.065	0	269.861	0	95.604	448.261	327.024	88.5655	144.912	34.6983	26.7133	0	30.6006	0	65.1855	167.426	493.527	76.7752	34.9008	0	109.832	57.7259	136.081	0	32.7821	28.9484	420.661
PWY-7199: pyrimidine deoxyribonucleosides salvage	18.3429	423.086	465.557	807.081	199.622	0	452.856	465.385	383.153	0	368.452	405.267	0	443.107	417.454	381.298	274.635	763.138	314.056	613.415	337.87	462.087	370.354	450.025	377.725	417.842	449.056	385.733	298.085	512.504	194.229	364.456	505.012	233.873	604.627	311.045	428.77	308.82	438.463	755.512	298.785	375.9	354.26	131.642	331.481	320.633	518.037	137.047	502.479	476.808	486.506	384.626	283.267	390.437	685.264	251.103	0	314.728	310.575	583.52	497.179	686.307	336.491	333.457	169.338	383.897	312.615	449.241	0	448.283	451.61	449.098
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0	213.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.94	685.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.544	70.3879	2.9328	305.489	0	0	0	23.3888	0	0	0	0	0	0	6.34212	0	0	510.532	228.423	0	0	330.839	0	0	85.9457	221.9	0	0	0	0	0	0	0	0	0	0	0	0	58.6622
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	0	0	0	0	18.059	0	0	0	0	2.85767	0	32.019	8.25998	0	0	0	0	0	0	0	0	0	0	0	0	33.6608	65.0498	0	64.9635	0	0	0	0	0	0	82.8378	0	0	0	0	9.12605	0	2.61482	2.19903	0	0	0	0	0	2.90273	0	0	0	0	0	0	0	0	0	0	58.7841	0	0	0	90.2059	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	215.051	323.026	150.665	76.3311	0	123.93	231.47	105.453	3.56196	0	561.409	256.466	0	167.023	250.312	114.43	343.752	738.407	261.096	2.77465	64.9665	168.149	252.61	116.358	269.882	192.086	130.268	201.073	138.006	630.943	123.698	415.337	254.937	306.084	229.251	388.605	561.614	295.586	0	46.3392	395.616	229.424	118.925	171.74	289.48	250.603	52.7809	357.238	3.25598	188.827	578.21	365.375	179.454	278.137	714.654	291.895	0	845.59	406.195	75.316	208.99	556.508	188.486	304.29	36.4213	225.251	113.932	284.217	0	181.383	109.248	417.531
